ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_MONTH_YEAR,SALES_LAG1,SALES_ROLLING_7D,PRODUCTLINE_ENCODED,DEALSIZE_ENCODED,PROFIT
10103,25,100.0,13,2539.5,2003-01-29,Shipped,1,1,2003,Vintage Cars,104,S18_3136,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,2003-01,3403.35,3162.692857142857,6,2,-100.0
10103,42,100.0,4,5398.26,2003-01-29,Shipped,1,1,2003,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,2539.5,3296.612857142857,0,1,-1974.0
10103,46,100.0,16,4791.82,2003-01-29,Shipped,1,1,2003,Vintage Cars,99,S18_3320,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,5398.26,3570.73,6,1,46.0
10103,26,100.0,11,5404.62,2003-01-29,Shipped,1,1,2003,Classic Cars,214,S10_1949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,4791.82,4022.405714285714,0,1,-2964.0
10103,36,100.0,1,3680.28,2003-01-29,Shipped,1,1,2003,Trucks and Buses,127,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,5404.62,4087.5442857142857,5,1,-972.0
10103,41,47.29,9,1938.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,50,S18_4668,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,2003-01,3680.28,3879.531428571429,6,2,-111.11000000000004
10103,22,54.09,2,1189.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,60,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,2003-01,1938.89,3563.3357142857144,5,2,-130.01999999999992
10103,35,100.0,10,3920.0,2003-01-29,Shipped,1,1,2003,Trucks and Buses,116,S18_1097,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,1189.98,3760.5499999999997,5,1,-560.0
10103,36,100.0,5,4228.2,2003-01-29,Shipped,1,1,2003,Trucks and Buses,121,S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,2003-01,3920.0,3593.3985714285714,5,1,-756.0
10103,35,57.46,14,2011.1,2003-01-29,Shipped,1,1,2003,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,2003-01,4228.2,3196.152857142857,6,2,-158.89999999999998
10104,44,39.6,10,1742.4,2003-01-31,Shipped,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,2003-01,2011.1,2672.9785714285717,0,2,202.40000000000006
10104,34,100.0,1,5958.5,2003-01-31,Shipped,1,1,2003,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,1742.4,2998.4385714285713,0,1,-1734.0
10104,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,2003-01,5958.5,2998.904285714286,0,2,-52.84999999999993
10104,32,53.31,2,1705.92,2003-01-31,Shipped,1,1,2003,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,2003-01,1942.15,3072.61,4,2,-150.07999999999993
10104,41,100.0,9,4615.78,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,1705.92,3172.0071428571423,5,1,-738.0
10104,33,100.0,7,3705.24,2003-01-31,Shipped,1,1,2003,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,4615.78,3097.2985714285714,5,1,-495.0
10104,23,100.0,13,4556.99,2003-01-31,Shipped,1,1,2003,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,3705.24,3460.997142857142,0,1,-1587.0
10104,38,100.0,3,5348.5,2003-01-31,Shipped,1,1,2003,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,4556.99,3976.154285714286,0,1,-1634.0
10104,35,47.62,11,1666.7,2003-01-31,Shipped,1,1,2003,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,2003-01,5348.5,3363.04,5,2,-223.3000000000001
10104,24,100.0,8,3457.92,2003-01-31,Shipped,1,1,2003,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,1666.7,3579.578571428571,0,1,-1512.0
10104,49,65.87,4,3227.63,2003-01-31,Shipped,1,1,2003,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,3457.92,3796.9657142857145,4,1,189.63000000000022
10104,26,100.0,5,2921.62,2003-01-31,Shipped,1,1,2003,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,2003,1,2003-01,3227.63,3554.9428571428575,0,2,-468.0
10104,29,100.0,12,3772.61,2003-01-31,Shipped,1,1,2003,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,2003,1,2003-01,2921.62,3564.567142857143,5,1,-638.0
10105,41,70.67,5,2897.47,2003-02-11,Shipped,1,2,2003,Ships,66,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2,2003-02,3772.61,3327.4928571428572,3,2,191.47000000000008
10105,50,79.67,1,3983.5,2003-02-11,Shipped,1,2,2003,Vintage Cars,83,S24_3816,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,2897.47,3132.492857142857,6,1,-166.49999999999991
10105,44,72.58,4,3193.52,2003-02-11,Shipped,1,2,2003,Vintage Cars,88,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,3983.5,3350.61,6,1,-678.48
10105,29,70.15,12,2034.35,2003-02-11,Shipped,1,2,2003,Ships,86,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2,2003-02,3193.52,3147.242857142857,3,2,-459.64999999999986
10105,29,100.0,14,4566.05,2003-02-11,Shipped,1,2,2003,Classic Cars,173,S12_3891,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,2034.35,3338.4457142857145,0,1,-2117.0
10105,43,100.0,9,6341.21,2003-02-11,Shipped,1,2,2003,Ships,122,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,4566.05,3826.9585714285713,3,1,-946.0
10105,25,56.78,8,1419.5,2003-02-11,Shipped,1,2,2003,Ships,54,S72_3212,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2,2003-02,6341.21,3490.7999999999997,3,2,69.50000000000003
10105,50,100.0,2,7208.0,2003-02-11,Shipped,1,2,2003,Classic Cars,136,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Large,2003,2,2003-02,1419.5,4106.59,0,0,-1800.0
10105,38,100.0,13,4330.1,2003-02-11,Shipped,1,2,2003,Trains,100,S18_3259,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,7208.0,4156.104285714287,4,1,0.0
10105,41,100.0,15,8690.36,2003-02-11,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Large,2003,2,2003-02,4330.1,4941.367142857142,0,0,-4387.0
10105,31,65.77,3,2038.87,2003-02-11,Shipped,1,2,2003,Ships,72,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2,2003-02,8690.36,4942.012857142858,3,2,-193.1300000000001
10105,22,100.0,11,3065.04,2003-02-11,Shipped,1,2,2003,Vintage Cars,136,S18_3140,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,2038.87,4727.582857142857,6,1,-792.0
10105,39,81.14,6,3164.46,2003-02-11,Shipped,1,2,2003,Ships,100,S700_3505,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,3065.04,4273.761428571429,3,1,-735.54
10105,41,82.5,10,3382.5,2003-02-11,Shipped,1,2,2003,Vintage Cars,87,S18_4522,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,2003,2,2003-02,3164.46,4554.1900000000005,6,1,-184.5
10105,22,100.0,7,2556.18,2003-02-11,Shipped,1,2,2003,Ships,99,S700_3962,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2,2003-02,3382.5,3889.644285714286,3,2,22.0
10106,44,74.4,8,3273.6,2003-02-17,Shipped,1,2,2003,Planes,80,S700_3167,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,2556.18,3738.7157142857145,2,1,-246.39999999999975
10106,31,100.0,7,3312.97,2003-02-17,Shipped,1,2,2003,Planes,91,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,3273.6,2970.5171428571434,2,1,279.0
10106,30,100.0,16,3177.3,2003-02-17,Shipped,1,2,2003,Ships,90,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,3312.97,3133.15,3,1,300.0
10106,32,100.0,1,3986.56,2003-02-17,Shipped,1,2,2003,Planes,118,S700_2834,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,3177.3,3264.7957142857144,2,1,-576.0
10106,41,83.44,18,3421.04,2003-02-17,Shipped,1,2,2003,Ships,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,3986.56,3301.45,3,1,-104.9600000000001
10106,36,100.0,12,5279.4,2003-02-17,Shipped,1,2,2003,Planes,157,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,3421.04,3572.4357142857143,2,1,-2052.0
10106,26,63.76,3,1657.76,2003-02-17,Shipped,1,2,2003,Planes,72,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,5279.4,3444.0899999999997,2,2,-214.24000000000007
10106,48,61.44,10,2949.12,2003-02-17,Shipped,1,2,2003,Planes,74,S700_4002,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,1657.76,3397.7357142857145,2,2,-602.8800000000001
10106,34,100.0,9,3763.46,2003-02-17,Shipped,1,2,2003,Planes,99,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,2949.12,3462.0914285714284,2,1,34.0
10106,33,72.92,5,2406.36,2003-02-17,Shipped,1,2,2003,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,3763.46,3351.957142857143,6,2,162.36000000000007
10106,39,40.15,6,1565.85,2003-02-17,Shipped,1,2,2003,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,2406.36,3006.141428571428,6,2,-111.15000000000006
10106,41,100.0,17,4774.86,2003-02-17,Shipped,1,2,2003,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,1565.85,3199.5442857142857,6,1,-205.0
10106,28,88.63,4,2481.64,2003-02-17,Shipped,1,2,2003,Planes,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,4774.86,2799.8642857142854,2,2,-570.3600000000001
10106,50,64.83,11,3241.5,2003-02-17,Shipped,1,2,2003,Planes,68,S24_3949,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,2481.64,3026.112857142857,2,1,-158.50000000000009
10106,31,52.6,14,1630.6,2003-02-17,Shipped,1,2,2003,Vintage Cars,65,S24_3420,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,3241.5,2837.7528571428566,6,2,-384.4
10106,34,90.39,2,3073.26,2003-02-17,Shipped,1,2,2003,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,1630.6,2739.152857142857,2,1,217.26000000000002
10106,48,52.64,15,2526.72,2003-02-17,Shipped,1,2,2003,Planes,49,S72_1253,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2,2003-02,3073.26,2756.3471428571424,2,2,174.72000000000003
10106,49,74.68,13,3659.32,2003-02-17,Shipped,1,2,2003,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,2003-02,2526.72,3055.414285714286,2,1,327.32000000000033
10108,34,82.99,14,2821.66,2003-03-03,Shipped,1,3,2003,Motorcycles,81,S50_4713,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,2845.75,3382.7414285714285,1,2,67.65999999999983
10108,43,67.77,12,2914.11,2003-03-03,Shipped,1,3,2003,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,2821.66,3348.308571428571,1,2,248.10999999999984
10108,40,100.0,1,5448.8,2003-03-03,Shipped,1,3,2003,Classic Cars,140,S24_3856,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,2914.11,3570.067142857143,0,1,-1600.0
10108,29,100.0,8,4049.56,2003-03-03,Shipped,1,3,2003,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,5448.8,3714.7757142857145,0,1,-1334.0
10108,27,43.45,13,1173.15,2003-03-03,Shipped,1,3,2003,Motorcycles,40,S32_2206,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,4049.56,3616.9399999999996,1,2,93.15000000000008
10108,26,68.35,9,1777.1,2003-03-03,Shipped,1,3,2003,Classic Cars,80,S18_3278,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,1173.15,3004.304285714286,0,2,-302.90000000000015
10108,30,63.07,5,1892.1,2003-03-03,Shipped,1,3,2003,Classic Cars,61,S24_3371,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,1777.1,2868.0685714285714,0,2,62.10000000000001
10108,44,100.0,11,5565.12,2003-03-03,Shipped,1,3,2003,Classic Cars,148,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,1892.1,3259.9914285714285,0,1,-2112.0
10108,36,100.0,3,3731.04,2003-03-03,Shipped,1,3,2003,Classic Cars,115,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,5565.12,3376.695714285714,0,1,-540.0
10108,31,68.71,10,2130.01,2003-03-03,Shipped,1,3,2003,Classic Cars,80,S24_4620,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,3731.04,2902.5828571428574,0,2,-349.9900000000002
10108,33,100.0,6,5265.15,2003-03-03,Shipped,1,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,2130.01,3076.238571428571,0,1,-3102.0
10108,38,82.39,2,3130.82,2003-03-03,Shipped,1,3,2003,Classic Cars,77,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,5265.15,3355.905714285714,0,1,204.82000000000002
10108,31,100.0,16,3669.78,2003-03-03,Shipped,1,3,2003,Motorcycles,102,S32_4485,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,3130.82,3626.2885714285717,1,1,-62.0
10108,39,89.38,7,3485.82,2003-03-03,Shipped,1,3,2003,Classic Cars,79,S12_3990,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,3669.78,3853.962857142857,0,1,404.8199999999998
10108,45,100.0,4,6130.35,2003-03-03,Shipped,1,3,2003,Classic Cars,117,S12_3380,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3,2003-03,3485.82,3934.71,0,1,-765.0
10108,35,58.87,15,2060.45,2003-03-03,Shipped,1,3,2003,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2003,3,2003-03,6130.35,3696.0542857142855,1,2,-354.55000000000007
10110,32,50.25,6,1608.0,2003-03-18,Shipped,1,3,2003,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Not Provided,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2003,3,2003-03,930.9,4143.831428571429,6,2,-312.0
